Customer_ID,Age,Income_Level,Location,Purchase_Intent,Price_Sensitivity,Charging_Access,Distance_to_Supercharger,Import_Duty_Impact,Local_Manufacturing_Support,Brand_Loyalty,Environmental_Concern,Tech_Savviness,Competitor_Price,Government_Incentive_Awareness
10232,23,30.12,Bangalore,0.595,0.069,None,17.94,0.221,1,Tesla,0.769,Medium,59.07,High
10233,26,12.31,Chennai,0.214,0.65,Home,65.17,0.83,1,Neutral,0.918,Medium,49.79,Medium
10234,23,44.65,Mumbai,0.396,0.116,,51.72,0.392,1,Tesla,0.691,Medium,51.33,Medium
10235,20,37.04,Hyderabad,0.595,0.639,Home,55.67,0.92,1,Neutral,0.844,High,75.0,Low
10236,36,70.93,Gurugram,0.486,0.207,None,1.5,0.803,0,Tesla,0.522,Medium,70.91,High
10237,46,25.58,Pune,0.383,0.232,None,20.47,0.063,1,Tesla,0.763,Medium,59.71,Low
10238,33,70.62,Delhi,0.136,0.539,Home,57.87,0.156,0,Neutral,0.591,High,59.55,Medium
10239,19,29.94,Chennai,0.759,0.424,None,43.55,0.728,0,Competitor,0.693,Medium,69.1,Medium
10240,43,53.75,Bangalore,0.277,0.148,Public,128.83,0.878,1,Competitor,0.814,Low,58.51,Low
10241,51,17.15,Mumbai,0.123,0.186,None,17.67,0.526,1,Competitor,0.535,Medium,60.84,Medium
10242,28,33.92,Gurugram,0.423,0.694,,51.7,0.699,1,Tesla,1.0,Medium,65.91,Medium
10243,30,31.24,Bangalore,0.12,0.24,None,75.45,0.723,1,Tesla,0.237,Medium,61.28,Low
10244,40,73.82,Chennai,0.332,0.101,None,13.09,0.471,1,Neutral,0.632,Medium,50.85,Medium
10245,51,31.17,Bangalore,0.117,0.511,Home,1.28,0.452,1,Tesla,0.657,Low,63.83,Low
10246,29,31.44,Delhi,0.344,0.216,Public,4.21,0.824,1,Competitor,0.821,Low,52.62,Medium
10247,21,,Gurugram,0.425,0.339,None,20.35,0.863,0,Tesla,0.762,Low,46.79,Low
10248,41,60.05,Mumbai,0.4,0.212,None,38.91,0.178,1,Tesla,0.892,Medium,64.55,Low
10249,42,26.45,Bangalore,0.591,0.225,Home,16.57,0.423,0,Tesla,0.591,High,54.62,Medium
10250,35,49.95,Pune,0.099,0.584,None,22.1,0.984,1,Neutral,0.303,Low,60.49,Medium
10251,29,64.19,Bangalore,0.387,0.621,None,64.84,0.001,1,Neutral,0.924,Low,75.0,Low
10252,44,36.13,Chennai,0.327,0.345,Public,8.29,0.808,1,Competitor,0.627,High,66.7,Low
10253,40,58.46,Chennai,0.589,0.278,,91.28,0.309,1,Tesla,0.401,Medium,60.14,Low
10254,27,33.87,Gurugram,0.621,0.081,Home,3.65,0.165,0,Neutral,0.498,High,70.24,High
10255,35,74.19,Pune,0.313,0.189,Home,20.6,0.374,0,Competitor,0.605,High,56.33,Medium
10256,21,10.0,Gurugram,0.545,0.304,None,18.73,0.124,1,Tesla,0.633,Medium,56.74,High
10257,41,14.94,Hyderabad,0.593,0.231,None,20.08,0.488,1,Competitor,0.594,Low,63.54,Low
10258,32,23.89,Delhi,0.087,0.444,None,33.67,0.821,1,Tesla,0.245,Medium,60.9,High
10259,30,58.36,Bangalore,0.574,0.143,Public,10.59,0.174,0,Competitor,0.623,High,69.34,Low
10260,34,43.36,Pune,0.193,0.105,Home,18.06,0.099,0,Neutral,0.671,Low,61.89,High
10261,35,17.8,Bangalore,0.235,0.189,None,12.1,0.472,0,Competitor,0.619,Low,60.29,Low
10262,43,37.14,Bangalore,0.505,0.162,Public,87.48,0.455,1,Tesla,0.563,Medium,57.04,Medium
10263,40,10.0,Gurugram,0.384,0.085,Home,10.8,0.254,0,Competitor,0.56,Low,60.35,High
10264,33,10.0,Mumbai,0.42,0.477,None,8.77,0.447,1,Competitor,0.433,High,68.56,Medium
10265,42,10.0,Chennai,0.21,0.428,None,6.04,0.708,1,Competitor,0.467,Medium,49.51,High
10266,39,12.65,Pune,0.429,0.047,Home,15.74,0.64,1,Neutral,0.851,High,64.01,Low
10267,30,56.57,Pune,0.324,0.627,Public,9.44,0.038,1,Tesla,0.622,Medium,61.13,Medium
10268,33,44.52,Bangalore,0.397,0.494,None,18.3,0.788,1,Tesla,1.0,Medium,58.48,Low
10269,33,27.12,Chennai,0.136,0.416,Public,6.01,0.896,0,Competitor,0.57,Medium,53.14,Low
10270,40,57.87,Mumbai,0.355,0.545,None,111.93,0.816,1,Competitor,0.844,Medium,71.54,Low
10271,31,77.45,Chennai,0.386,0.324,Public,29.61,0.835,1,Tesla,0.634,Low,65.65,Medium
10272,31,13.17,Hyderabad,0.632,0.198,None,31.87,0.063,1,Competitor,1.0,Low,59.21,High
10273,54,72.36,Gurugram,0.365,0.285,None,32.56,0.464,1,Competitor,0.606,Medium,73.75,Low
10274,44,17.68,Delhi,0.456,0.421,None,9.62,0.946,0,Competitor,0.52,Medium,56.01,High
10275,27,20.46,Pune,0.565,0.373,None,47.01,0.014,1,Tesla,0.58,High,59.35,Low
10276,40,106.03,Pune,0.048,0.358,None,9.07,0.879,1,Tesla,0.393,High,50.45,Low
10277,36,38.16,Hyderabad,0.286,0.262,Home,7.52,0.002,1,Tesla,0.492,Medium,54.19,Low
10278,38,22.96,Bangalore,0.727,0.178,None,1.06,0.942,1,Competitor,0.7,Medium,55.02,Low
10279,36,50.8,Bangalore,0.274,0.108,Home,4.32,0.042,1,Neutral,0.752,High,52.44,Medium
10280,46,62.93,Hyderabad,0.448,0.099,None,21.12,0.339,0,Tesla,0.833,Medium,70.29,High
10281,38,38.5,Gurugram,0.424,0.489,None,26.58,0.699,1,Competitor,0.239,Low,60.74,Medium
10282,34,22.97,Bangalore,0.153,0.557,Home,33.75,0.516,0,Tesla,0.731,Low,55.24,Low
10283,45,43.13,Gurugram,0.418,0.701,Home,54.91,0.207,1,Competitor,0.819,Medium,58.95,Low
10284,37,53.19,Hyderabad,0.533,0.161,None,56.24,0.699,1,Competitor,0.624,Medium,60.32,Medium
10285,36,,Gurugram,0.269,0.206,Home,14.88,0.728,0,Neutral,0.646,Medium,56.72,High
10286,38,101.8,Delhi,0.413,0.086,None,10.73,0.677,1,Neutral,0.605,High,52.77,Low
10287,34,41.8,Pune,0.141,0.096,Public,8.45,0.556,0,Competitor,0.893,High,55.98,Low
10288,35,60.53,Pune,0.212,0.318,None,3.79,0.985,1,Competitor,0.811,High,59.77,High
10289,29,61.8,Pune,0.47,0.225,Public,5.4,0.919,1,Neutral,1.0,Low,64.08,Low
10290,27,10.0,Pune,0.259,0.205,None,,0.587,1,Neutral,0.809,Medium,61.29,High
10291,25,50.99,Bangalore,0.398,0.065,Public,9.99,0.221,1,Competitor,0.283,High,54.1,Low
10292,21,54.63,Chennai,0.413,0.437,None,17.65,0.45,1,Competitor,0.995,Medium,54.74,Low
10293,26,22.66,Bangalore,0.812,0.305,Home,55.43,0.094,1,Tesla,0.727,High,61.0,Low
10294,33,19.85,Bangalore,0.471,0.248,Home,13.45,0.782,1,Competitor,0.918,Low,47.12,Low
10295,36,10.0,Bangalore,0.406,0.214,None,16.38,0.172,1,Competitor,0.596,High,73.54,Low
10296,32,82.27,Delhi,0.12,0.297,None,9.57,0.84,1,Neutral,0.584,High,53.95,High
10297,18,16.94,Hyderabad,0.132,0.131,None,9.82,0.522,1,Neutral,0.524,High,53.94,Low
10298,50,10.0,Hyderabad,0.726,0.201,None,65.77,0.611,1,Neutral,0.874,Medium,51.61,High
10299,45,26.15,Delhi,0.249,0.156,None,16.13,0.553,1,Competitor,0.948,Low,50.63,High
10300,39,14.46,Hyderabad,0.367,0.143,Home,5.66,0.245,1,Neutral,0.453,High,68.1,Medium
10301,54,10.0,Bangalore,0.171,0.259,Home,17.79,0.759,0,Tesla,0.936,Low,48.11,Medium
10302,25,135.71,Delhi,0.38,0.267,None,70.33,0.771,1,Neutral,0.403,High,50.8,Low
10303,53,13.68,Pune,0.609,0.175,Home,2.84,0.926,1,Competitor,0.319,Medium,59.28,High
10304,25,17.87,Bangalore,0.457,0.222,Public,3.37,0.146,0,Competitor,0.324,Medium,73.91,Low
10305,37,37.05,Chennai,0.297,0.27,None,2.16,0.914,1,Tesla,0.217,Medium,75.0,Medium
10306,22,10.0,Delhi,0.519,0.245,Home,26.93,0.393,1,Neutral,0.778,High,59.52,High
10307,35,31.46,Hyderabad,0.213,0.268,None,6.26,0.647,0,Neutral,0.266,Low,54.66,Medium
10308,38,52.24,Delhi,0.067,0.361,Home,70.64,0.576,1,Neutral,0.531,Medium,75.0,Medium
10309,33,39.95,Delhi,0.684,0.075,Home,113.06,0.566,1,Neutral,0.74,High,57.61,Medium
10310,42,46.39,Bangalore,0.415,0.464,None,63.38,0.635,1,Neutral,0.487,Medium,55.48,High
10311,35,30.6,Pune,0.292,0.41,None,30.69,0.739,0,Neutral,0.56,Low,59.38,High
10312,29,23.31,Delhi,0.298,0.283,None,5.38,0.715,1,Neutral,0.924,Medium,57.1,High
10313,29,47.0,Mumbai,0.406,0.36,Home,5.83,0.474,1,Tesla,0.726,High,66.78,Medium
10314,43,44.69,Mumbai,0.408,0.203,Home,30.44,0.106,1,Competitor,0.812,High,58.86,Medium
10315,28,13.14,Bangalore,0.083,0.15,None,25.57,0.439,1,Competitor,0.329,Medium,51.16,High
10316,44,36.64,Delhi,0.514,0.182,None,22.58,0.712,1,Competitor,0.835,Low,57.11,Medium
10317,47,32.2,Bangalore,0.461,0.356,None,66.75,0.912,1,Neutral,0.843,Medium,50.63,Low
10318,18,53.19,Gurugram,0.462,0.537,None,24.92,0.471,1,Neutral,0.476,Low,51.99,Low
10319,46,42.88,Delhi,0.505,0.475,None,8.79,0.333,1,Competitor,0.422,Low,64.8,Low
10320,55,76.82,Chennai,0.214,0.474,None,4.63,0.646,1,Competitor,0.406,Low,66.8,Low
10321,37,63.54,Gurugram,0.314,0.195,None,25.2,0.14,1,Competitor,0.591,High,67.49,Low
10322,40,68.81,Mumbai,0.332,0.144,None,0.47,0.456,1,Neutral,0.719,High,56.0,Low
10323,45,54.25,Hyderabad,0.379,0.227,Public,65.32,0.232,1,Competitor,0.34,High,63.9,Medium
10324,32,66.69,Bangalore,0.166,0.14,Public,0.26,0.236,1,Neutral,0.608,Medium,60.62,Low
10325,36,25.02,Gurugram,0.382,0.294,None,10.44,0.437,1,Competitor,0.592,Medium,75.0,Low
10326,21,61.82,Gurugram,0.351,0.576,Home,56.87,0.518,0,Tesla,0.459,Medium,60.87,Medium
10327,36,32.33,Bangalore,0.079,0.222,Home,12.48,0.866,1,Competitor,0.449,High,60.88,Low
10328,39,10.0,Delhi,0.426,0.121,None,5.86,0.475,0,Neutral,0.389,Low,64.83,Medium
10329,40,61.22,Bangalore,0.558,0.178,None,3.59,0.822,1,Tesla,0.574,Medium,58.26,Low
10330,45,40.18,Gurugram,0.232,0.118,None,27.21,0.929,1,Tesla,0.621,Medium,58.61,Medium
10331,27,85.86,Delhi,0.076,0.223,None,4.37,0.813,0,Competitor,0.619,Low,58.88,High
10332,29,36.33,Gurugram,0.39,0.242,Home,16.61,0.672,1,Competitor,1.0,High,62.35,Low
10333,53,17.44,Pune,0.43,0.379,Home,9.08,0.664,0,Competitor,0.969,Medium,72.74,High
10334,33,21.4,Delhi,0.41,0.516,None,50.57,0.928,1,Competitor,0.509,Low,68.2,High
10335,37,28.35,Pune,0.39,0.061,Public,26.82,0.748,1,Tesla,0.326,High,57.75,Medium
10336,34,41.06,Mumbai,0.426,0.227,Home,9.56,0.178,1,Competitor,0.628,High,64.3,Medium
10337,26,67.34,Chennai,0.279,0.474,Public,1.29,0.651,1,Competitor,0.525,Medium,67.25,Low
10338,51,40.43,Bangalore,0.284,0.37,Public,16.49,0.391,0,Tesla,0.549,Medium,65.89,High
10339,29,12.88,Bangalore,0.666,0.33,None,13.57,0.094,1,Competitor,0.363,High,65.74,Low
10340,23,41.43,Chennai,0.461,0.407,None,11.4,0.777,0,Competitor,0.734,Low,45.0,Low
10341,30,74.69,Chennai,0.33,0.401,Home,9.88,0.525,1,Competitor,0.841,Low,56.36,High
10342,18,36.94,Hyderabad,0.395,0.374,Public,16.66,0.265,1,Competitor,0.804,Low,65.7,Medium
10343,28,46.16,Hyderabad,0.176,0.205,None,3.32,0.135,0,Competitor,0.81,Low,55.58,Medium
10344,25,31.5,Gurugram,0.382,0.264,None,15.89,0.127,1,Competitor,0.914,High,75.0,Low
10345,41,31.3,Pune,0.275,0.242,None,1.48,0.993,0,Neutral,0.437,Medium,55.72,Medium
10346,28,69.13,Hyderabad,0.823,0.196,Home,34.13,0.79,1,Tesla,0.707,High,46.39,High
10347,43,57.69,Bangalore,0.229,0.561,None,16.53,0.749,1,Neutral,0.547,Medium,61.98,Medium
10348,48,142.71,Mumbai,0.458,0.172,None,20.77,0.272,0,Competitor,0.677,High,64.16,Medium
10349,42,23.33,Mumbai,0.269,0.353,None,60.63,0.57,0,Tesla,0.762,Medium,55.89,High
10350,32,19.44,Chennai,0.342,0.174,Home,8.86,0.842,1,Neutral,0.355,Medium,57.62,Medium
10351,36,10.0,Hyderabad,0.545,0.414,Public,6.41,0.123,1,Competitor,0.575,High,66.82,Medium
10352,19,28.13,Hyderabad,0.651,0.274,Public,0.42,0.501,1,Tesla,0.678,Medium,51.51,Low
10353,33,32.64,Gurugram,0.685,0.32,Home,30.55,0.051,1,Competitor,0.579,High,55.03,High
10354,26,18.7,Bangalore,0.392,0.41,Home,116.86,0.026,0,Tesla,0.843,High,60.04,Low
10355,41,46.99,Hyderabad,0.312,0.259,Home,31.75,0.078,1,Competitor,0.951,High,58.15,Medium
10356,60,58.49,Gurugram,0.26,0.036,Public,69.36,0.793,1,Competitor,0.667,Medium,54.72,High
10357,39,45.49,Bangalore,0.4,0.05,None,8.89,0.181,1,Neutral,0.884,High,75.0,Low
10358,18,14.3,Chennai,0.613,0.206,Home,20.94,0.109,1,Neutral,0.441,High,56.98,Low
10359,31,19.92,Gurugram,0.06,0.178,Public,1.4,0.323,1,Tesla,0.448,High,45.0,Low
10360,36,35.72,Chennai,0.223,0.211,None,47.13,0.071,0,Competitor,0.624,Medium,45.0,High
10361,35,72.19,Pune,0.18,0.151,Home,29.7,0.625,1,Tesla,0.673,Low,59.85,Medium
10362,27,30.34,Gurugram,0.106,0.314,None,59.03,0.295,1,Neutral,0.528,Medium,59.85,Medium
10363,37,10.0,Chennai,0.289,0.366,None,21.77,0.32,1,Competitor,0.911,Low,61.77,High
10364,22,27.92,Mumbai,,0.412,None,7.39,0.787,1,Competitor,0.777,Medium,63.33,Low
10365,25,34.1,Pune,0.685,0.31,None,17.98,0.094,1,Neutral,0.485,High,54.64,High
10366,41,91.93,Pune,0.25,0.087,None,58.89,0.087,1,Competitor,0.767,Medium,67.08,Low
10367,24,10.0,Mumbai,0.368,0.223,Public,80.25,0.528,0,Tesla,0.233,High,67.93,High
10368,40,58.8,Chennai,0.343,0.147,None,9.78,0.6,1,Competitor,0.669,Low,63.44,Medium
10369,21,10.0,Chennai,0.394,0.155,Home,3.3,0.232,0,Competitor,0.534,High,58.49,Low
10370,52,23.87,Pune,0.334,0.104,None,12.44,0.833,1,Neutral,0.551,Medium,56.96,High
10371,27,44.45,Delhi,0.349,0.427,Home,58.58,0.939,0,Neutral,0.531,High,66.03,Low
10372,32,64.14,Bangalore,0.19,0.682,Public,56.51,0.951,1,Tesla,0.708,High,64.11,Low
10373,38,20.08,Hyderabad,0.178,0.51,None,105.61,1.0,1,Competitor,0.642,High,45.0,Low
10374,29,24.52,Chennai,0.216,0.328,Public,6.23,0.423,0,Competitor,0.799,Medium,47.03,Low
10375,36,30.03,Gurugram,0.355,0.152,Home,5.72,0.793,1,Tesla,0.664,Medium,56.5,Medium
10376,40,19.14,Gurugram,0.641,0.404,Home,24.74,0.256,0,Neutral,0.502,High,63.04,Medium
10377,44,86.01,Mumbai,0.465,0.279,Public,41.35,0.483,1,Neutral,0.939,Medium,50.37,High
10378,42,40.04,Bangalore,0.531,0.475,None,2.64,0.687,0,Neutral,0.425,Low,59.37,Medium
10379,33,55.43,Mumbai,0.452,0.512,None,25.27,0.359,1,Tesla,0.528,Medium,64.1,Low
10380,33,30.32,Bangalore,0.438,0.269,None,122.07,0.008,1,Competitor,0.367,Medium,56.97,Low
10381,58,30.12,Hyderabad,0.505,0.618,None,62.22,0.435,1,Competitor,0.79,High,56.5,Low
10382,44,68.11,Chennai,0.428,0.024,None,12.47,0.601,0,Tesla,0.619,Medium,56.63,Medium
10383,25,33.86,Mumbai,0.565,0.091,Home,20.02,0.542,0,Tesla,0.825,Medium,65.53,Low
10384,35,49.46,Delhi,0.393,0.349,None,7.53,0.939,1,Competitor,0.717,Medium,59.82,Low
10385,31,25.91,Delhi,0.439,0.086,None,40.02,0.852,1,Neutral,0.647,High,60.5,Medium
10386,33,20.52,Chennai,0.723,0.264,None,18.61,0.415,1,Neutral,0.644,Medium,45.0,Medium
10387,22,38.9,Hyderabad,0.245,0.431,None,12.71,0.005,1,Competitor,0.55,High,54.87,High
10388,30,17.39,Bangalore,0.203,0.104,Home,24.92,0.37,1,Competitor,0.607,High,71.66,Medium
10389,53,10.0,Mumbai,0.191,0.07,Home,36.39,0.733,0,Competitor,0.538,Medium,60.56,Medium
10390,40,26.06,Pune,0.478,0.016,None,4.09,0.662,0,Neutral,0.422,High,74.04,Low
10391,18,99.42,Gurugram,0.459,0.119,None,50.96,0.918,0,Neutral,0.939,Low,56.92,Medium
10392,47,48.34,Delhi,0.425,0.237,None,3.27,0.246,1,Competitor,0.907,High,59.4,Medium
10393,45,22.89,Bangalore,0.551,0.227,Public,57.39,0.011,1,Neutral,0.27,Medium,60.81,Low
10394,31,49.75,Mumbai,0.538,0.129,Home,4.61,0.883,1,Competitor,1.0,High,55.94,Medium
10395,42,74.83,Delhi,0.248,0.642,None,0.25,0.856,0,Tesla,0.921,High,67.24,Medium
10396,26,18.91,Pune,0.091,0.11,Home,23.36,0.358,0,Competitor,0.656,Medium,73.71,Medium
10397,30,49.69,Bangalore,0.295,0.23,Home,8.71,0.971,1,Competitor,0.673,Medium,64.89,Medium
10398,49,25.55,Hyderabad,0.211,0.274,Home,28.15,0.047,0,Tesla,0.883,Medium,68.59,High
10399,32,80.49,Gurugram,0.295,0.411,Home,2.32,0.727,1,Competitor,0.932,High,56.53,Medium
10400,18,22.63,Pune,0.211,0.398,None,19.15,0.996,1,Tesla,0.667,Medium,60.61,Low
10401,34,24.9,Chennai,0.339,0.245,Home,31.02,0.857,1,Competitor,0.694,Medium,47.48,Low
10402,34,46.04,Bangalore,0.214,0.429,Public,19.69,0.987,1,Competitor,0.71,Medium,51.09,Low
10403,46,16.81,Delhi,0.282,0.11,Public,11.34,0.446,0,Competitor,0.837,High,53.91,Medium
10404,35,15.9,Pune,0.027,0.514,,26.33,0.355,0,Neutral,0.647,Medium,59.7,Low
10405,30,78.27,Mumbai,0.315,0.07,Public,150.0,0.839,0,Competitor,0.573,Low,56.8,Low
10406,45,68.23,Mumbai,0.186,0.172,None,7.84,0.485,1,Neutral,0.726,Medium,63.57,Medium
10407,36,56.69,Mumbai,0.352,0.313,None,9.42,0.103,1,Competitor,0.364,Low,55.9,Low
10408,27,20.11,Delhi,0.239,0.104,None,31.25,0.314,1,Tesla,0.828,Low,69.13,Medium
10409,46,34.84,Hyderabad,0.142,0.445,None,64.4,0.213,1,Tesla,0.422,Medium,61.19,Medium
10410,36,38.18,Gurugram,0.425,0.222,Public,11.69,0.384,1,Neutral,0.349,Low,51.98,Low
10411,35,95.45,Gurugram,0.476,0.132,Public,25.73,0.46,1,Tesla,0.684,Medium,58.95,High
10412,36,32.77,Pune,0.259,0.647,None,57.43,0.8,1,Competitor,0.566,Medium,63.38,Low
10413,24,18.62,Delhi,0.113,0.122,None,69.98,0.728,1,Tesla,0.567,Low,45.73,Medium
10414,29,53.28,Delhi,,0.229,None,62.2,0.926,1,Competitor,0.846,Medium,64.38,Medium
10415,35,38.81,Mumbai,0.363,0.387,None,20.15,0.552,1,Neutral,1.0,Low,68.46,Low
10416,33,58.2,Mumbai,0.373,0.27,None,9.75,0.345,1,Competitor,0.462,Medium,51.21,High
10417,47,84.92,Chennai,0.187,0.156,None,14.66,0.436,0,Tesla,0.473,Medium,52.58,High
10418,37,88.38,Gurugram,0.518,0.349,None,17.71,0.466,1,Competitor,0.874,High,58.93,Medium
10419,43,22.13,Hyderabad,0.357,0.396,None,17.16,0.768,1,Competitor,0.758,High,45.02,High
10420,35,26.05,Pune,0.396,0.213,None,3.54,0.083,1,Tesla,0.73,Low,62.27,Medium
10421,45,10.0,Chennai,0.415,0.613,Home,27.63,0.63,1,Tesla,0.645,Medium,58.43,High
10422,38,18.38,Chennai,0.651,0.463,Public,23.99,0.392,1,Competitor,1.0,Low,65.29,Medium
10423,35,32.16,Gurugram,0.206,0.117,None,114.68,0.383,1,Competitor,0.608,High,56.6,Medium
10424,34,79.42,Pune,0.813,0.471,None,57.38,0.878,0,Competitor,0.763,Medium,51.22,Medium
10425,25,31.29,Chennai,0.641,0.582,None,5.37,0.643,1,Tesla,0.649,Medium,75.0,Medium
10426,40,64.18,Bangalore,0.352,0.239,None,39.44,0.721,1,Competitor,0.706,Medium,74.56,Low
10427,34,21.04,Mumbai,0.162,0.197,None,20.81,0.352,1,Competitor,0.788,Low,65.37,Medium
10428,29,13.41,Pune,0.574,0.397,Home,6.21,0.441,0,Neutral,0.529,High,65.78,Medium
10429,46,34.12,Delhi,0.53,0.221,None,3.27,0.455,0,Neutral,0.804,Medium,45.0,Low
10430,22,42.21,Chennai,0.309,0.425,None,12.67,0.277,0,Competitor,0.571,Low,63.17,Low
10431,30,18.66,Hyderabad,0.422,0.254,None,35.7,0.929,1,Competitor,0.658,Medium,45.0,Medium
10432,45,11.65,Pune,0.316,0.438,Home,16.02,0.865,0,Competitor,0.851,Medium,62.54,Medium
10433,38,22.96,Mumbai,0.272,0.769,None,76.16,0.069,1,Competitor,0.559,Medium,53.88,Medium
10434,34,52.92,Mumbai,0.667,0.387,Home,15.21,0.717,1,Neutral,0.816,High,55.0,Low
10435,37,34.04,Hyderabad,0.272,0.133,None,61.26,0.883,1,Competitor,0.875,Medium,63.8,Medium
10436,36,15.46,Chennai,0.461,0.102,Home,4.24,0.532,1,Neutral,0.645,Low,58.16,High
10437,19,17.47,Delhi,0.377,0.302,Public,16.83,0.434,0,Competitor,0.665,Medium,59.79,High
10438,31,57.2,Gurugram,0.296,0.197,Home,120.63,0.005,1,Neutral,0.571,Medium,57.95,Medium
10439,51,29.52,Pune,0.389,0.116,None,25.82,0.728,1,Neutral,0.361,Medium,69.07,Low
10440,28,10.0,Hyderabad,0.345,0.151,Home,83.21,0.589,1,Neutral,0.771,Low,75.0,Low
10441,31,73.52,Hyderabad,0.429,0.041,Home,1.06,0.961,0,Neutral,0.598,High,60.63,Low
10442,29,10.0,Delhi,0.176,0.206,Home,8.4,0.406,1,Competitor,0.448,High,67.64,Low
10443,34,66.63,Gurugram,0.44,0.204,None,12.11,0.695,1,Competitor,0.503,High,54.11,Low
10444,29,21.5,Gurugram,0.49,0.413,None,101.48,0.385,0,Competitor,0.515,Low,63.73,Low
10445,39,14.67,Hyderabad,0.569,0.134,None,25.85,0.88,0,Tesla,0.466,Medium,62.46,Low
10446,36,37.71,Hyderabad,0.241,0.356,,4.65,0.183,1,Competitor,0.793,Low,72.8,Medium
10447,42,28.11,Hyderabad,0.388,0.233,None,0.79,0.24,1,Tesla,0.692,Medium,59.58,Low
10448,24,22.66,Hyderabad,0.353,0.437,None,11.79,0.792,0,Competitor,0.483,High,64.16,High
10449,31,39.24,Chennai,0.235,0.123,,,0.715,0,Neutral,0.409,Medium,51.07,Medium
10450,32,10.91,Chennai,0.371,0.178,Home,45.6,0.399,1,Competitor,0.552,High,62.88,Low
10451,39,36.1,Delhi,0.155,0.365,Home,24.28,0.583,1,Tesla,0.388,Low,75.0,Low
10452,27,38.04,Chennai,0.557,0.127,Public,72.73,0.093,0,Tesla,0.82,Medium,52.97,Low
10453,44,21.37,Chennai,0.582,0.264,None,3.91,0.459,1,Tesla,0.344,Medium,59.08,Medium
10454,46,10.0,Bangalore,0.281,0.493,None,42.5,0.849,1,Neutral,0.875,Medium,63.24,Low
10455,25,29.13,Pune,0.309,0.429,,47.28,0.185,1,Neutral,0.715,Medium,66.37,High
10456,30,28.45,Bangalore,0.326,0.251,Home,18.0,0.929,0,Tesla,0.789,Medium,55.28,Low
10457,29,26.22,Chennai,0.448,0.394,Public,41.11,0.792,1,Neutral,0.598,Medium,55.24,Low
10458,61,10.0,Delhi,0.471,0.292,None,8.17,0.755,1,Competitor,0.566,High,51.23,Low
10459,30,36.38,Chennai,0.517,0.031,Home,20.38,0.953,1,Competitor,0.785,High,51.71,Medium
10460,51,61.59,Pune,0.374,0.555,Public,7.01,0.981,1,Competitor,0.665,Low,61.82,High
10461,22,27.16,Chennai,0.603,0.471,Public,21.07,0.936,1,Tesla,0.349,Low,50.09,Low
10462,25,11.04,Chennai,0.328,0.289,Home,34.37,0.351,0,Competitor,0.683,High,56.42,Low
10463,28,45.48,Hyderabad,0.47,0.274,Home,0.08,0.006,1,Competitor,0.576,Medium,52.24,High
10464,26,86.12,Bangalore,0.288,0.556,None,2.88,0.524,1,Tesla,0.761,Medium,53.17,Low
10465,32,15.38,Bangalore,0.57,0.615,Home,19.83,0.404,0,Competitor,0.648,Medium,45.0,Low
10466,27,15.87,Mumbai,0.171,0.308,Public,3.1,0.243,0,Competitor,1.0,Low,60.11,Low
10467,26,74.86,Hyderabad,0.578,0.174,None,12.94,0.039,0,Tesla,0.585,High,57.18,High
10468,46,29.08,Hyderabad,0.365,0.157,,62.58,0.532,1,Neutral,0.506,Medium,48.6,Low
10469,47,10.0,Hyderabad,0.35,0.418,None,30.61,0.382,0,Tesla,0.573,High,62.14,Medium
10470,44,104.11,Delhi,0.648,0.334,None,8.84,0.344,1,Tesla,0.407,Low,62.15,Low
10471,40,10.0,Delhi,0.353,0.414,Public,0.96,0.18,1,Tesla,0.82,High,65.87,High
10472,35,10.0,Delhi,0.47,0.301,None,11.08,0.857,0,Tesla,0.808,Low,62.85,Low
10473,30,11.89,Mumbai,0.281,0.026,Home,101.4,0.982,0,Competitor,0.88,High,61.68,High
10474,25,54.25,Bangalore,0.445,0.45,None,12.85,0.924,0,Neutral,0.642,High,68.06,Medium
10475,38,57.54,Delhi,0.424,0.497,Home,6.43,0.23,0,Competitor,0.248,High,75.0,Medium
10476,23,10.0,Hyderabad,0.365,0.041,None,17.3,0.208,0,Competitor,0.788,Low,58.23,Medium
10477,25,16.38,Gurugram,0.268,0.353,None,40.35,0.799,1,Competitor,0.74,Medium,54.18,Low
10478,46,41.16,Mumbai,0.431,0.249,Home,58.56,0.429,1,Competitor,0.861,Low,70.52,Medium
10479,54,85.32,Gurugram,0.589,0.147,None,2.48,0.886,0,Neutral,0.603,Medium,70.26,Low
10480,38,10.0,Hyderabad,0.191,0.056,Public,12.15,0.274,0,Neutral,0.567,Low,49.92,Low
10481,46,10.0,Gurugram,0.308,0.286,None,59.0,0.78,1,Competitor,0.431,High,60.9,High
10482,32,21.44,Delhi,0.488,0.451,Home,13.56,0.135,1,Competitor,0.639,Low,63.97,Medium
10483,21,10.0,Gurugram,0.365,0.08,None,14.64,0.289,1,Competitor,0.321,Medium,60.64,Low
10484,41,71.89,Gurugram,0.401,0.363,None,57.7,0.898,0,Competitor,0.497,Medium,61.96,High
10485,40,30.86,Gurugram,0.587,0.403,Home,18.47,0.62,1,Competitor,0.869,Medium,45.22,Medium
10486,35,67.56,Pune,0.103,0.075,None,4.45,0.341,1,Competitor,0.651,Low,58.49,Low
10487,32,41.53,Mumbai,0.531,0.242,None,10.47,0.501,1,Competitor,1.0,High,62.26,High
